"Algorithm","Hash","Path"
"SHA256","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","/home/swagoverlord/Desktop/pwsh-filedata/hashs.csv"
"SHA256","D96EBD1358DFF9A3FF8758B552F24DD31B4E4E231D352D16E16EA0994AFE8044","/home/swagoverlord/Desktop/pwsh-filedata/LICENSE"
"SHA256","239D7033CDCB37B5C4F4927A61DE7934D04DDFF3084DEFD7A5CABE66BDF10BEF","/home/swagoverlord/Desktop/pwsh-filedata/main.csv"
"SHA256","A2530F1BC5E12075135EEE76AF65F2F33082E8BA7E442FB2C8932AF46AC2DA6F","/home/swagoverlord/Desktop/pwsh-filedata/main.ps1"
"SHA256","189490F6C164490D9E6B262286CD8D97E2C775EDDB3291BB5CDAC497010C4CD0","/home/swagoverlord/Desktop/pwsh-filedata/README.md"
